onset,offset,label,type,onset_sample,offset_sample,length,path,edge_path,bird,fold
5162.4866,5162.490867,1,voc,154874598,154874726,128,spec/NB_Ch3/voc/NB_Ch3_154874598.jpg,edge/NB_Ch3/voc/NB_Ch3_154874598.jpg,NB_Ch3,0
177.814733,178.199633,1,voc,5334441,5345988,11547,spec/NB_Ch3/voc/NB_Ch3_5334441.jpg,edge/NB_Ch3/voc/NB_Ch3_5334441.jpg,NB_Ch3,0
647.903633,647.910367,1,voc,19437108,19437311,203,spec/NB_Ch3/voc/NB_Ch3_19437108.jpg,edge/NB_Ch3/voc/NB_Ch3_19437108.jpg,NB_Ch3,0
2114.6968,2114.7,1,voc,63440904,63440999,95,spec/NB_Ch3/voc/NB_Ch3_63440904.jpg,edge/NB_Ch3/voc/NB_Ch3_63440904.jpg,NB_Ch3,0
2439.991833,2439.995367,1,voc,73199754,73199861,107,spec/NB_Ch3/voc/NB_Ch3_73199754.jpg,edge/NB_Ch3/voc/NB_Ch3_73199754.jpg,NB_Ch3,0
200.601633,200.6176,1,voc,6018048,6018528,480,spec/NB_Ch3/voc/NB_Ch3_6018048.jpg,edge/NB_Ch3/voc/NB_Ch3_6018048.jpg,NB_Ch3,0
1707.032267,1707.052433,1,voc,51210968,51211572,604,spec/NB_Ch3/voc/NB_Ch3_51210968.jpg,edge/NB_Ch3/voc/NB_Ch3_51210968.jpg,NB_Ch3,0
762.008467,762.0129,1,voc,22860254,22860387,133,spec/NB_Ch3/voc/NB_Ch3_22860254.jpg,edge/NB_Ch3/voc/NB_Ch3_22860254.jpg,NB_Ch3,0
2469.658967,2469.728767,1,voc,74089769,74091863,2094,spec/NB_Ch3/voc/NB_Ch3_74089769.jpg,edge/NB_Ch3/voc/NB_Ch3_74089769.jpg,NB_Ch3,0
3028.622,3028.635067,1,voc,90858660,90859052,392,spec/NB_Ch3/voc/NB_Ch3_90858660.jpg,edge/NB_Ch3/voc/NB_Ch3_90858660.jpg,NB_Ch3,0
154.823167,154.827933,1,voc,4644695,4644837,142,spec/NB_Ch3/voc/NB_Ch3_4644695.jpg,edge/NB_Ch3/voc/NB_Ch3_4644695.jpg,NB_Ch3,0
2329.423033,2329.4336,1,voc,69882690,69883008,318,spec/NB_Ch3/voc/NB_Ch3_69882690.jpg,edge/NB_Ch3/voc/NB_Ch3_69882690.jpg,NB_Ch3,0
730.4664,730.4742,1,voc,21913992,21914226,234,spec/NB_Ch3/voc/NB_Ch3_21913992.jpg,edge/NB_Ch3/voc/NB_Ch3_21913992.jpg,NB_Ch3,0
5207.6578,5207.744433,1,voc,156229734,156232332,2598,spec/NB_Ch3/voc/NB_Ch3_156229734.jpg,edge/NB_Ch3/voc/NB_Ch3_156229734.jpg,NB_Ch3,0
5174.384067,5174.391133,1,voc,155231522,155231733,211,spec/NB_Ch3/voc/NB_Ch3_155231522.jpg,edge/NB_Ch3/voc/NB_Ch3_155231522.jpg,NB_Ch3,0
2480.9952,2481.011733,1,voc,74429856,74430351,495,spec/NB_Ch3/voc/NB_Ch3_74429856.jpg,edge/NB_Ch3/voc/NB_Ch3_74429856.jpg,NB_Ch3,0
2590.7799,2590.827433,1,voc,77723397,77724822,1425,spec/NB_Ch3/voc/NB_Ch3_77723397.jpg,edge/NB_Ch3/voc/NB_Ch3_77723397.jpg,NB_Ch3,0
2891.155767,2891.162933,1,voc,86734673,86734887,214,spec/NB_Ch3/voc/NB_Ch3_86734673.jpg,edge/NB_Ch3/voc/NB_Ch3_86734673.jpg,NB_Ch3,0
1385.0118,1385.0151,1,voc,41550354,41550453,99,spec/NB_Ch3/voc/NB_Ch3_41550354.jpg,edge/NB_Ch3/voc/NB_Ch3_41550354.jpg,NB_Ch3,0
5341.971133,5341.9885,1,voc,160259133,160259655,522,spec/NB_Ch3/voc/NB_Ch3_160259133.jpg,edge/NB_Ch3/voc/NB_Ch3_160259133.jpg,NB_Ch3,0
3837.2181,3837.2631,1,voc,115116543,115117893,1350,spec/NB_Ch3/voc/NB_Ch3_115116543.jpg,edge/NB_Ch3/voc/NB_Ch3_115116543.jpg,NB_Ch3,0
4980.143767,4980.177633,1,voc,149404313,149405328,1015,spec/NB_Ch3/voc/NB_Ch3_149404313.jpg,edge/NB_Ch3/voc/NB_Ch3_149404313.jpg,NB_Ch3,0
5093.664467,5093.670167,1,voc,152809934,152810105,171,spec/NB_Ch3/voc/NB_Ch3_152809934.jpg,edge/NB_Ch3/voc/NB_Ch3_152809934.jpg,NB_Ch3,0
4741.692033,4741.7246,1,voc,142250760,142251738,978,spec/NB_Ch3/voc/NB_Ch3_142250760.jpg,edge/NB_Ch3/voc/NB_Ch3_142250760.jpg,NB_Ch3,0
4738.576933,4738.582567,1,voc,142157307,142157477,170,spec/NB_Ch3/voc/NB_Ch3_142157307.jpg,edge/NB_Ch3/voc/NB_Ch3_142157307.jpg,NB_Ch3,0
2389.691633,2389.7498,1,voc,71690748,71692494,1746,spec/NB_Ch3/voc/NB_Ch3_71690748.jpg,edge/NB_Ch3/voc/NB_Ch3_71690748.jpg,NB_Ch3,0
216.804933,216.8131,1,voc,6504147,6504393,246,spec/NB_Ch3/voc/NB_Ch3_6504147.jpg,edge/NB_Ch3/voc/NB_Ch3_6504147.jpg,NB_Ch3,0
2710.0485,2710.0703,1,voc,81301455,81302109,654,spec/NB_Ch3/voc/NB_Ch3_81301455.jpg,edge/NB_Ch3/voc/NB_Ch3_81301455.jpg,NB_Ch3,0
5119.4117,5119.491633,1,voc,153582351,153584748,2397,spec/NB_Ch3/voc/NB_Ch3_153582351.jpg,edge/NB_Ch3/voc/NB_Ch3_153582351.jpg,NB_Ch3,0
103.896367,103.902233,1,voc,3116891,3117066,175,spec/NB_Ch3/voc/NB_Ch3_3116891.jpg,edge/NB_Ch3/voc/NB_Ch3_3116891.jpg,NB_Ch3,0
3179.0005,3179.004167,1,voc,95370015,95370125,110,spec/NB_Ch3/voc/NB_Ch3_95370015.jpg,edge/NB_Ch3/voc/NB_Ch3_95370015.jpg,NB_Ch3,0
5023.1321,5023.135567,1,voc,150693963,150694067,104,spec/NB_Ch3/voc/NB_Ch3_150693963.jpg,edge/NB_Ch3/voc/NB_Ch3_150693963.jpg,NB_Ch3,0
2983.238367,2983.248833,1,voc,89497151,89497464,313,spec/NB_Ch3/voc/NB_Ch3_89497151.jpg,edge/NB_Ch3/voc/NB_Ch3_89497151.jpg,NB_Ch3,0
1689.673533,1689.6815,1,voc,50690205,50690445,240,spec/NB_Ch3/voc/NB_Ch3_50690205.jpg,edge/NB_Ch3/voc/NB_Ch3_50690205.jpg,NB_Ch3,0
4225.895833,4225.9231,1,voc,126776874,126777693,819,spec/NB_Ch3/voc/NB_Ch3_126776874.jpg,edge/NB_Ch3/voc/NB_Ch3_126776874.jpg,NB_Ch3,0
4257.551533,4257.5569,1,voc,127726545,127726706,161,spec/NB_Ch3/voc/NB_Ch3_127726545.jpg,edge/NB_Ch3/voc/NB_Ch3_127726545.jpg,NB_Ch3,0
426.095233,426.0993,1,voc,12782856,12782979,123,spec/NB_Ch3/voc/NB_Ch3_12782856.jpg,edge/NB_Ch3/voc/NB_Ch3_12782856.jpg,NB_Ch3,0
2174.219633,2174.231333,1,voc,65226588,65226939,351,spec/NB_Ch3/voc/NB_Ch3_65226588.jpg,edge/NB_Ch3/voc/NB_Ch3_65226588.jpg,NB_Ch3,0
4738.884467,4738.964067,1,voc,142166534,142168922,2388,spec/NB_Ch3/voc/NB_Ch3_142166534.jpg,edge/NB_Ch3/voc/NB_Ch3_142166534.jpg,NB_Ch3,0
2910.548133,2910.5518,1,voc,87316443,87316554,111,spec/NB_Ch3/voc/NB_Ch3_87316443.jpg,edge/NB_Ch3/voc/NB_Ch3_87316443.jpg,NB_Ch3,0
3699.753233,3699.760533,1,voc,110992596,110992815,219,spec/NB_Ch3/voc/NB_Ch3_110992596.jpg,edge/NB_Ch3/voc/NB_Ch3_110992596.jpg,NB_Ch3,0
1884.7904,1884.794567,1,voc,56543712,56543837,125,spec/NB_Ch3/voc/NB_Ch3_56543712.jpg,edge/NB_Ch3/voc/NB_Ch3_56543712.jpg,NB_Ch3,0
2118.684667,2118.715333,1,voc,63560540,63561459,919,spec/NB_Ch3/voc/NB_Ch3_63560540.jpg,edge/NB_Ch3/voc/NB_Ch3_63560540.jpg,NB_Ch3,0
3980.489267,3980.4927,1,voc,119414678,119414781,103,spec/NB_Ch3/voc/NB_Ch3_119414678.jpg,edge/NB_Ch3/voc/NB_Ch3_119414678.jpg,NB_Ch3,0
3128.9256,3128.938667,1,voc,93867768,93868160,392,spec/NB_Ch3/voc/NB_Ch3_93867768.jpg,edge/NB_Ch3/voc/NB_Ch3_93867768.jpg,NB_Ch3,0
314.646867,314.657033,1,voc,9439406,9439710,304,spec/NB_Ch3/voc/NB_Ch3_9439406.jpg,edge/NB_Ch3/voc/NB_Ch3_9439406.jpg,NB_Ch3,0
4482.506733,4482.5111,1,voc,134475201,134475333,132,spec/NB_Ch3/voc/NB_Ch3_134475201.jpg,edge/NB_Ch3/voc/NB_Ch3_134475201.jpg,NB_Ch3,0
1094.9688,1094.990133,1,voc,32849064,32849703,639,spec/NB_Ch3/voc/NB_Ch3_32849064.jpg,edge/NB_Ch3/voc/NB_Ch3_32849064.jpg,NB_Ch3,0
2138.9986,2139.005433,1,voc,64169958,64170162,204,spec/NB_Ch3/voc/NB_Ch3_64169958.jpg,edge/NB_Ch3/voc/NB_Ch3_64169958.jpg,NB_Ch3,0
2148.4252,2148.4329,1,voc,64452756,64452986,230,spec/NB_Ch3/voc/NB_Ch3_64452756.jpg,edge/NB_Ch3/voc/NB_Ch3_64452756.jpg,NB_Ch3,0
2648.7127,2648.716667,1,voc,79461381,79461500,119,spec/NB_Ch3/voc/NB_Ch3_79461381.jpg,edge/NB_Ch3/voc/NB_Ch3_79461381.jpg,NB_Ch3,0
1889.366333,1889.3694,1,voc,56680989,56681082,93,spec/NB_Ch3/voc/NB_Ch3_56680989.jpg,edge/NB_Ch3/voc/NB_Ch3_56680989.jpg,NB_Ch3,0
3854.109567,3854.124467,1,voc,115623287,115623734,447,spec/NB_Ch3/voc/NB_Ch3_115623287.jpg,edge/NB_Ch3/voc/NB_Ch3_115623287.jpg,NB_Ch3,0
2448.462033,2448.4961,1,voc,73453860,73454883,1023,spec/NB_Ch3/voc/NB_Ch3_73453860.jpg,edge/NB_Ch3/voc/NB_Ch3_73453860.jpg,NB_Ch3,0
4738.566667,4738.5753,1,voc,142157000,142157259,259,spec/NB_Ch3/voc/NB_Ch3_142157000.jpg,edge/NB_Ch3/voc/NB_Ch3_142157000.jpg,NB_Ch3,0
3957.218633,3957.256867,1,voc,118716558,118717706,1148,spec/NB_Ch3/voc/NB_Ch3_118716558.jpg,edge/NB_Ch3/voc/NB_Ch3_118716558.jpg,NB_Ch3,0
4973.771667,4973.786067,1,voc,149213150,149213582,432,spec/NB_Ch3/voc/NB_Ch3_149213150.jpg,edge/NB_Ch3/voc/NB_Ch3_149213150.jpg,NB_Ch3,0
4026.376067,4026.384033,1,voc,120791282,120791520,238,spec/NB_Ch3/voc/NB_Ch3_120791282.jpg,edge/NB_Ch3/voc/NB_Ch3_120791282.jpg,NB_Ch3,0
5057.657767,5057.661467,1,voc,151729733,151729844,111,spec/NB_Ch3/voc/NB_Ch3_151729733.jpg,edge/NB_Ch3/voc/NB_Ch3_151729733.jpg,NB_Ch3,0
4011.301567,4011.3054,1,voc,120339047,120339162,115,spec/NB_Ch3/voc/NB_Ch3_120339047.jpg,edge/NB_Ch3/voc/NB_Ch3_120339047.jpg,NB_Ch3,0
4768.4255,4768.429167,1,voc,143052765,143052875,110,spec/NB_Ch3/voc/NB_Ch3_143052765.jpg,edge/NB_Ch3/voc/NB_Ch3_143052765.jpg,NB_Ch3,0
1881.7741,1881.9231,1,voc,56453223,56457693,4470,spec/NB_Ch3/voc/NB_Ch3_56453223.jpg,edge/NB_Ch3/voc/NB_Ch3_56453223.jpg,NB_Ch3,0
1717.949833,1718.015633,1,voc,51538494,51540468,1974,spec/NB_Ch3/voc/NB_Ch3_51538494.jpg,edge/NB_Ch3/voc/NB_Ch3_51538494.jpg,NB_Ch3,0
4902.740067,4902.744967,1,voc,147082202,147082349,147,spec/NB_Ch3/voc/NB_Ch3_147082202.jpg,edge/NB_Ch3/voc/NB_Ch3_147082202.jpg,NB_Ch3,0
5166.605933,5166.6134,1,voc,154998177,154998402,225,spec/NB_Ch3/voc/NB_Ch3_154998177.jpg,edge/NB_Ch3/voc/NB_Ch3_154998177.jpg,NB_Ch3,0
2211.4628,2211.469133,1,voc,66343883,66344073,190,spec/NB_Ch3/voc/NB_Ch3_66343883.jpg,edge/NB_Ch3/voc/NB_Ch3_66343883.jpg,NB_Ch3,0
1980.550133,1980.553967,1,voc,59416503,59416619,116,spec/NB_Ch3/voc/NB_Ch3_59416503.jpg,edge/NB_Ch3/voc/NB_Ch3_59416503.jpg,NB_Ch3,0
3813.6847,3813.6879,1,voc,114410541,114410637,96,spec/NB_Ch3/voc/NB_Ch3_114410541.jpg,edge/NB_Ch3/voc/NB_Ch3_114410541.jpg,NB_Ch3,0
4177.7874,4177.7908,1,voc,125333622,125333724,102,spec/NB_Ch3/voc/NB_Ch3_125333622.jpg,edge/NB_Ch3/voc/NB_Ch3_125333622.jpg,NB_Ch3,0
371.382933,371.3895,1,voc,11141487,11141685,198,spec/NB_Ch3/voc/NB_Ch3_11141487.jpg,edge/NB_Ch3/voc/NB_Ch3_11141487.jpg,NB_Ch3,0
3458.170533,3458.174233,1,voc,103745115,103745226,111,spec/NB_Ch3/voc/NB_Ch3_103745115.jpg,edge/NB_Ch3/voc/NB_Ch3_103745115.jpg,NB_Ch3,0
1650.0007,1650.0062,1,voc,49500021,49500186,165,spec/NB_Ch3/voc/NB_Ch3_49500021.jpg,edge/NB_Ch3/voc/NB_Ch3_49500021.jpg,NB_Ch3,0
1064.334067,1064.337167,1,voc,31930022,31930115,93,spec/NB_Ch3/voc/NB_Ch3_31930022.jpg,edge/NB_Ch3/voc/NB_Ch3_31930022.jpg,NB_Ch3,0
2099.124467,2099.1717,1,voc,62973734,62975150,1416,spec/NB_Ch3/voc/NB_Ch3_62973734.jpg,edge/NB_Ch3/voc/NB_Ch3_62973734.jpg,NB_Ch3,0
203.715533,203.773133,1,voc,6111465,6113193,1728,spec/NB_Ch3/voc/NB_Ch3_6111465.jpg,edge/NB_Ch3/voc/NB_Ch3_6111465.jpg,NB_Ch3,0
4614.461733,4614.476767,1,voc,138433851,138434303,452,spec/NB_Ch3/voc/NB_Ch3_138433851.jpg,edge/NB_Ch3/voc/NB_Ch3_138433851.jpg,NB_Ch3,0
1861.516367,1861.523833,1,voc,55845491,55845714,223,spec/NB_Ch3/voc/NB_Ch3_55845491.jpg,edge/NB_Ch3/voc/NB_Ch3_55845491.jpg,NB_Ch3,0
2545.565633,2545.6049,1,voc,76366968,76368147,1179,spec/NB_Ch3/voc/NB_Ch3_76366968.jpg,edge/NB_Ch3/voc/NB_Ch3_76366968.jpg,NB_Ch3,0
549.2792,549.3027,1,voc,16478375,16479080,705,spec/NB_Ch3/voc/NB_Ch3_16478375.jpg,edge/NB_Ch3/voc/NB_Ch3_16478375.jpg,NB_Ch3,0
4362.267667,4362.2742,1,voc,130868030,130868226,196,spec/NB_Ch3/voc/NB_Ch3_130868030.jpg,edge/NB_Ch3/voc/NB_Ch3_130868030.jpg,NB_Ch3,0
826.8883,826.891333,1,voc,24806649,24806739,90,spec/NB_Ch3/voc/NB_Ch3_24806649.jpg,edge/NB_Ch3/voc/NB_Ch3_24806649.jpg,NB_Ch3,0
2536.824633,2536.830067,1,voc,76104738,76104902,164,spec/NB_Ch3/voc/NB_Ch3_76104738.jpg,edge/NB_Ch3/voc/NB_Ch3_76104738.jpg,NB_Ch3,0
2380.317133,2380.3253,1,voc,71409513,71409759,246,spec/NB_Ch3/voc/NB_Ch3_71409513.jpg,edge/NB_Ch3/voc/NB_Ch3_71409513.jpg,NB_Ch3,0
4739.977767,4739.991,1,voc,142199333,142199730,397,spec/NB_Ch3/voc/NB_Ch3_142199333.jpg,edge/NB_Ch3/voc/NB_Ch3_142199333.jpg,NB_Ch3,0
2414.6599,2414.732733,1,voc,72439797,72441981,2184,spec/NB_Ch3/voc/NB_Ch3_72439797.jpg,edge/NB_Ch3/voc/NB_Ch3_72439797.jpg,NB_Ch3,0
2236.159833,2236.170033,1,voc,67084794,67085100,306,spec/NB_Ch3/voc/NB_Ch3_67084794.jpg,edge/NB_Ch3/voc/NB_Ch3_67084794.jpg,NB_Ch3,0
1173.660967,1173.6929,1,voc,35209829,35210787,958,spec/NB_Ch3/voc/NB_Ch3_35209829.jpg,edge/NB_Ch3/voc/NB_Ch3_35209829.jpg,NB_Ch3,0
3922.9431,3922.947633,1,voc,117688293,117688428,135,spec/NB_Ch3/voc/NB_Ch3_117688293.jpg,edge/NB_Ch3/voc/NB_Ch3_117688293.jpg,NB_Ch3,0
269.703567,269.709,1,voc,8091107,8091270,163,spec/NB_Ch3/voc/NB_Ch3_8091107.jpg,edge/NB_Ch3/voc/NB_Ch3_8091107.jpg,NB_Ch3,0
1976.2821,1976.334833,1,voc,59288463,59290044,1581,spec/NB_Ch3/voc/NB_Ch3_59288463.jpg,edge/NB_Ch3/voc/NB_Ch3_59288463.jpg,NB_Ch3,0
3095.898167,3095.902833,1,voc,92876945,92877084,139,spec/NB_Ch3/voc/NB_Ch3_92876945.jpg,edge/NB_Ch3/voc/NB_Ch3_92876945.jpg,NB_Ch3,0
2906.735667,2906.7464,1,voc,87202070,87202392,322,spec/NB_Ch3/voc/NB_Ch3_87202070.jpg,edge/NB_Ch3/voc/NB_Ch3_87202070.jpg,NB_Ch3,0
3638.725233,3638.728367,1,voc,109161756,109161851,95,spec/NB_Ch3/voc/NB_Ch3_109161756.jpg,edge/NB_Ch3/voc/NB_Ch3_109161756.jpg,NB_Ch3,0
2259.560533,2259.601167,1,voc,67786815,67788035,1220,spec/NB_Ch3/voc/NB_Ch3_67786815.jpg,edge/NB_Ch3/voc/NB_Ch3_67786815.jpg,NB_Ch3,0
1891.522667,1891.526467,1,voc,56745680,56745794,114,spec/NB_Ch3/voc/NB_Ch3_56745680.jpg,edge/NB_Ch3/voc/NB_Ch3_56745680.jpg,NB_Ch3,0
1067.377467,1067.3985,1,voc,32021324,32021955,631,spec/NB_Ch3/voc/NB_Ch3_32021324.jpg,edge/NB_Ch3/voc/NB_Ch3_32021324.jpg,NB_Ch3,0
5235.161433,5235.171633,1,voc,157054842,157055148,306,spec/NB_Ch3/voc/NB_Ch3_157054842.jpg,edge/NB_Ch3/voc/NB_Ch3_157054842.jpg,NB_Ch3,0
3966.947867,3966.9516,1,voc,119008436,119008548,112,spec/NB_Ch3/voc/NB_Ch3_119008436.jpg,edge/NB_Ch3/voc/NB_Ch3_119008436.jpg,NB_Ch3,0
2549.162,2549.166567,1,voc,76474860,76474997,137,spec/NB_Ch3/voc/NB_Ch3_76474860.jpg,edge/NB_Ch3/voc/NB_Ch3_76474860.jpg,NB_Ch3,0
579.9739,579.978267,1,voc,17399217,17399348,131,spec/NB_Ch3/voc/NB_Ch3_17399217.jpg,edge/NB_Ch3/voc/NB_Ch3_17399217.jpg,NB_Ch3,0
522.4831,522.486767,1,voc,15674493,15674603,110,spec/NB_Ch3/voc/NB_Ch3_15674493.jpg,edge/NB_Ch3/voc/NB_Ch3_15674493.jpg,NB_Ch3,0
4964.237333,4964.2591,1,voc,148927119,148927773,654,spec/NB_Ch3/voc/NB_Ch3_148927119.jpg,edge/NB_Ch3/voc/NB_Ch3_148927119.jpg,NB_Ch3,0
3079.1074,3079.1129,1,voc,92373222,92373387,165,spec/NB_Ch3/voc/NB_Ch3_92373222.jpg,edge/NB_Ch3/voc/NB_Ch3_92373222.jpg,NB_Ch3,0
3893.926233,3893.9437,1,voc,116817786,116818311,525,spec/NB_Ch3/voc/NB_Ch3_116817786.jpg,edge/NB_Ch3/voc/NB_Ch3_116817786.jpg,NB_Ch3,0
463.480133,463.507333,1,voc,13904403,13905219,816,spec/NB_Ch3/voc/NB_Ch3_13904403.jpg,edge/NB_Ch3/voc/NB_Ch3_13904403.jpg,NB_Ch3,0
2153.9558,2153.961667,1,voc,64618674,64618850,176,spec/NB_Ch3/voc/NB_Ch3_64618674.jpg,edge/NB_Ch3/voc/NB_Ch3_64618674.jpg,NB_Ch3,0
3215.2929,3215.300067,1,voc,96458787,96459002,215,spec/NB_Ch3/voc/NB_Ch3_96458787.jpg,edge/NB_Ch3/voc/NB_Ch3_96458787.jpg,NB_Ch3,0
1619.8994,1619.904833,1,voc,48596982,48597144,162,spec/NB_Ch3/voc/NB_Ch3_48596982.jpg,edge/NB_Ch3/voc/NB_Ch3_48596982.jpg,NB_Ch3,0
4040.479567,4040.536467,1,voc,121214387,121216094,1707,spec/NB_Ch3/voc/NB_Ch3_121214387.jpg,edge/NB_Ch3/voc/NB_Ch3_121214387.jpg,NB_Ch3,0
5142.3617,5142.4109,1,voc,154270851,154272327,1476,spec/NB_Ch3/voc/NB_Ch3_154270851.jpg,edge/NB_Ch3/voc/NB_Ch3_154270851.jpg,NB_Ch3,0
3070.7005,3070.732267,1,voc,92121015,92121968,953,spec/NB_Ch3/voc/NB_Ch3_92121015.jpg,edge/NB_Ch3/voc/NB_Ch3_92121015.jpg,NB_Ch3,0
2702.229233,2702.247333,1,voc,81066876,81067419,543,spec/NB_Ch3/voc/NB_Ch3_81066876.jpg,edge/NB_Ch3/voc/NB_Ch3_81066876.jpg,NB_Ch3,0
2499.472867,2499.5044,1,voc,74984186,74985132,946,spec/NB_Ch3/voc/NB_Ch3_74984186.jpg,edge/NB_Ch3/voc/NB_Ch3_74984186.jpg,NB_Ch3,0
2109.8399,2109.868033,1,voc,63295197,63296040,843,spec/NB_Ch3/voc/NB_Ch3_63295197.jpg,edge/NB_Ch3/voc/NB_Ch3_63295197.jpg,NB_Ch3,0
4388.4582,4388.465733,1,voc,131653746,131653971,225,spec/NB_Ch3/voc/NB_Ch3_131653746.jpg,edge/NB_Ch3/voc/NB_Ch3_131653746.jpg,NB_Ch3,0
4982.3258,4982.339133,1,voc,149469774,149470173,399,spec/NB_Ch3/voc/NB_Ch3_149469774.jpg,edge/NB_Ch3/voc/NB_Ch3_149469774.jpg,NB_Ch3,0
3211.975167,3211.984633,1,voc,96359255,96359538,283,spec/NB_Ch3/voc/NB_Ch3_96359255.jpg,edge/NB_Ch3/voc/NB_Ch3_96359255.jpg,NB_Ch3,0
507.411533,507.4221,1,voc,15222345,15222663,318,spec/NB_Ch3/voc/NB_Ch3_15222345.jpg,edge/NB_Ch3/voc/NB_Ch3_15222345.jpg,NB_Ch3,0
1502.639933,1502.643967,1,voc,45079197,45079319,122,spec/NB_Ch3/voc/NB_Ch3_45079197.jpg,edge/NB_Ch3/voc/NB_Ch3_45079197.jpg,NB_Ch3,0
3132.8923,3132.9029,1,voc,93986769,93987087,318,spec/NB_Ch3/voc/NB_Ch3_93986769.jpg,edge/NB_Ch3/voc/NB_Ch3_93986769.jpg,NB_Ch3,0
4209.531767,4209.536167,1,voc,126285953,126286085,132,spec/NB_Ch3/voc/NB_Ch3_126285953.jpg,edge/NB_Ch3/voc/NB_Ch3_126285953.jpg,NB_Ch3,0
5235.134333,5235.139067,1,voc,157054029,157054172,143,spec/NB_Ch3/voc/NB_Ch3_157054029.jpg,edge/NB_Ch3/voc/NB_Ch3_157054029.jpg,NB_Ch3,0
5328.693667,5328.700267,1,voc,159860810,159861008,198,spec/NB_Ch3/voc/NB_Ch3_159860810.jpg,edge/NB_Ch3/voc/NB_Ch3_159860810.jpg,NB_Ch3,0
3993.5295,3993.543267,1,voc,119805885,119806298,413,spec/NB_Ch3/voc/NB_Ch3_119805885.jpg,edge/NB_Ch3/voc/NB_Ch3_119805885.jpg,NB_Ch3,0
3947.5559,3947.5927,1,voc,118426677,118427781,1104,spec/NB_Ch3/voc/NB_Ch3_118426677.jpg,edge/NB_Ch3/voc/NB_Ch3_118426677.jpg,NB_Ch3,0
1130.069267,1130.072833,1,voc,33902078,33902184,106,spec/NB_Ch3/voc/NB_Ch3_33902078.jpg,edge/NB_Ch3/voc/NB_Ch3_33902078.jpg,NB_Ch3,0
3808.426867,3808.440567,1,voc,114252806,114253217,411,spec/NB_Ch3/voc/NB_Ch3_114252806.jpg,edge/NB_Ch3/voc/NB_Ch3_114252806.jpg,NB_Ch3,0
2978.2212,2978.231967,1,voc,89346636,89346959,323,spec/NB_Ch3/voc/NB_Ch3_89346636.jpg,edge/NB_Ch3/voc/NB_Ch3_89346636.jpg,NB_Ch3,0
4236.142533,4236.145533,1,voc,127084275,127084365,90,spec/NB_Ch3/voc/NB_Ch3_127084275.jpg,edge/NB_Ch3/voc/NB_Ch3_127084275.jpg,NB_Ch3,0
4704.383067,4704.386133,1,voc,141131492,141131583,91,spec/NB_Ch3/voc/NB_Ch3_141131492.jpg,edge/NB_Ch3/voc/NB_Ch3_141131492.jpg,NB_Ch3,0
2236.1414,2236.1585,1,voc,67084242,67084755,513,spec/NB_Ch3/voc/NB_Ch3_67084242.jpg,edge/NB_Ch3/voc/NB_Ch3_67084242.jpg,NB_Ch3,0
